text,user.id,label
RT @richiedaw: #VoteLeave look more ridiculous by the day now they say @ITV is pro EU cos it invited @nigelfarage to debate for #voteleaveâ€_,7.23252E+17,Leave
"RT @TheGameVeda: 300K EU immigrants generate Â£2.5 billion for the UK 
1 Million EU immigrants could pay for restless natives failing NHS, sâ€_",7.23251E+17,Remain
"RT @Mickey_Harris: #ITV #VoteLeave accused of #Bullying - Please people, this is #BigBoyPolitics Whether Pro/Con dont cry foul if u lose. #â€_",7.23252E+17,Leave
"RT @theordinaryman2: Re-tweet if you are going to #VoteLeave

#EUReferendum #LeaveEU #Brexit #StrongerIn #Labour #TakeControl https://t.co/â€_",7.23252E+17,Leave
RT @edwardbowles1: Desperate stuff from #LeaveEU campaign.  https://t.co/1lGjVYuJn6,7.23252E+17,Leave
"RT @britinfluence: Ex-MI5 boss says the UK is 'undoubtedly safer' in the EU #EUref #UKinEU #StrongerIn #Remain #Bremain #VoteRemain
https:/â€_",7.23251E+17,Remain
"RT @StrongerDurham: Insecurity is fantastic? Tell that to our workers, businesses, students. A hard sell I'd say! #StrongerIn 

https://t.câ€_",7.23251E+17,Remain
"RT @thesowerbyplot: #VoteLeave being furious ITV picked Farage is very stupid. Whatever your stance on him/eu, there would probably be no râ€_",7.23252E+17,Leave
RT @Trev_Forrester: We all would like to know @BrexitINorOUT #Brexit #OutpfEU #LeaveEU @JSeymourUKIP @willowbrookwolf @ErringtonBlog https:â€_,7.23252E+17,Leave
RT @LeeMorgan978: @Nigel_Farage I think I've found the best place for this! #LeaveEU https://t.co/um7ObD8sHP,7.23252E+17,Leave
"RT @scotpolitik: @UKIPNFKN Is that Virgin boss on Â£1million a year who benefits from EU ""quota"" system for board rooms #EUref #UKIP #VoteLeâ€_",7.23252E+17,Leave
RT @RussShaw1: So many .@TechLondonAdv behind #StrongerIn https://t.co/LfP2PYFCAq @tla_eu @mjseres @djmwoodhouse @hussainalhilli @Ericvandeâ€_,7.23251E+17,Remain
RT @GreenBanana4: Smoke screen #brexit will rob our children of the freedom of choice  IF WE LEAVE WE LEAVE FOREVER #StrongerIn  https://t.â€_,7.23251E+17,Remain
"RT @DanHannanMEP: Just so that I can plan my July, Remainers, does the ecological meltdown come before or after the war? #VoteLeave https:/â€_",7.23252E+17,Leave
"RT @UkipaLotMoreIan: Forget der var
Don't mention immigration to Brown you're a 'bigot'
NOT #strongerin #intogether #remainineu
#Labour #Plâ€_",7.23251E+17,Remain
RT @bmehtaUK: @bankofengland warns #Brexit could lead to higher unemployment &amp; lower economic growth. FMI visit: https://t.co/ZRIRu8T7gC Weâ€_,7.23251E+17,Remain
RT @arabellaarkwri1: We must get this film out there. Everyone watch Brexit the movie #voteleave https://t.co/aVwt49lrdg,7.23252E+17,Leave
"RT @stuart_rock: Now @jonmoyni for #VoteLeave ""I have discovered that democracy actually works"" #Brexit #EUreferendum @UKACG https://t.co/jâ€_",7.23252E+17,Leave
"RT @philtherapy: Conversely, if we'd joined the Euro the manufacturing sector might be faring a whole lot better @lasancmt @BBCNews #Strongâ€_",7.23251E+17,Remain
"RT @OxfordLeaveEU: #VoteLeave for a fair immigration system that ends the discrimination against our friends from India, Nigeria, New Zealaâ€_",7.23252E+17,Leave
RT @Juliet777777: One of  best reasons Americans to elect Donald Trump as president? https://t.co/nQCJdtttPe #donaldtrump #usa #californiaâ€_,7.23252E+17,Leave
RT @BNE_Group: @BBCr4today Dame Eliza Manningham-Buller: we have vast advantages on security from our membership #StrongerIn,7.23251E+17,Remain
"RT @StrongerIn: 15/50 From China &amp; India to the USA &amp; Italy, world leaders agree that the UK is #StrongerIn https://t.co/o9PcwO0yQw https:/â€_",7.23251E+17,Remain
RT @dariomazzola: Inside every #Brexit -er there's an imperialist dreamer hiding! #euref #StrongerIn. https://t.co/q2kX964xMM,7.23251E+17,Remain
RT @terriminx: Imagine if we #VoteLeave on 23 June https://t.co/WY7DMUwipN,7.23252E+17,Leave
"RT @UkipaLotMoreIan: So Gordon 'Bigot' Brown joins the #strongerin rabble 2morrow

Remember pensions robbery &amp; selling gold low &amp; attack htâ€_",7.23251E+17,Remain
RT @BigTitLittleTit: Thank you @David_Cameron For sending me this rather eccentric 'poopa-scoopa'. You shouldn't have. #brexit #VoteLeave hâ€_,7.23252E+17,Leave
"RT @RJohnDickinson: Excellent point. On foreign policy, UK has a veto. So if it's EU policy, it's first UK policy #StrongerIn #Amplify httpâ€_",7.23251E+17,Remain
RT @sam_austin14: Amazing @eddieizzard tonight at @chaptertweets promoting #StrongerIn &amp; Mark Anthony as a chicken,7.23251E+17,Remain
RT @No2AnimalAbuse6: Did you know EU gives millions of pounds in subsidies to farmers who breed bulls for bullfighting? #Voteleave. #bbcnewâ€_,7.23252E+17,Leave
RT @Lad87Red: We're not &amp; never will be in the Eurozone as it'd be electoral suicide yet #VoteLeave persist with their lies &amp; scare storiesâ€_,7.23252E+17,Leave
RT @whitehead_nan: Imagine if we #VoteLeave on 23 June https://t.co/whJQGCdvz5,7.23252E+17,Leave
"RT @buzzet270: If #Brexit causes the end of EU, the #StrongerIn argument re not being a member of the largest trade block is void

https://â€_",7.23251E+17,Remain
"RT @GrassrootsOX28: #Brexit #euref #leaveeu #voteleave #goactionday @Arron_banks @Nigel_Farage 

YET ANOTHER ONE FOR #WITNEY _Ÿ‘ç_Ÿè»_Ÿ‘ç_Ÿè»_Ÿ‘ç_Ÿè»âœ…âœ…âœ… httpâ€_",7.23252E+17,Leave
"RT @goal_media: Boris, the Blunder Bus and how his #Exeter snub speaks volumes about the #VoteLeave campaign &gt;&gt;&gt; https://t.co/2sYUkL79eK",7.23252E+17,Leave
"RT @unitetheunion: Get the facts on #EUref &amp; what the EU has done for YOU. Vote Jobs, Vote Rights #VoteRemain https://t.co/4tTUhYiSn9 httpsâ€_",7.23251E+17,Remain
"RT @SJ_Powell: RT @BrexitTheMovie is out!

Every #EUreferendum voter must watch it.
#VoteLeave #StrongerIn #Brexit

https://t.co/R1fvWOIIbk",7.23252E+17,Leave
"RT @walloyd: @LewisNicholas_ @StrongerIn thanks for the fact - I was talking GE as I mentioned, only one poll matters #EUref #VoteRemain",7.23251E+17,Remain
RT @teddyandroger: @eddieizzard Well done #StrongerIn,7.23251E+17,Remain
RT @jamesmb: Boris Johnson's German #BlunderBus is in #Christchurch. Can't wait to read about today's all new SNAFUs! #StrongerIn,7.23251E+17,Remain
"RT @chrisg0000: 2011 Foreign Affairs EU Council meeting

EU Army

look how they bury it at point 9..

#VoteLeave https://t.co/kYPVzzAdZZ",7.23252E+17,Leave
RT @topdollauk: @Nigel_Farage @ITV @itvnews @David_Cameron Wipe the floor with him Nige!!! #BREXIT #VoteLeave,7.23252E+17,Leave
RT @socialtechno: What are  #VoteLeave Tories threatening to do to ITV?  They can't privatise it. https://t.co/Jnbt8a6c9H,7.23252E+17,Leave
RT @julijuxtaposed: '#VoteLeave's undemocratic threat to ITV shows they are losing the argument' https://t.co/ITEF6FrIBT @AdamBienkov via @â€_,7.23252E+17,Leave
RT @TheRightArticle: #VoteLeave #Brexit campaign accused of 'shocking bullying tactics' against ITV https://t.co/SLxOKBk48O via @HuffPostUKâ€_,7.23252E+17,Leave
"RT @pinkdiamondspls: ""The reality is that [voters] can't rely on the emergence of an absolute truth in this debate""  #Brexit #StrongerIn htâ€_",7.23251E+17,Remain
RT @Blackbirds1632: @VvsTyranny @noranoo_bebe and nothing on the #BBC mainstream media.All about the Bank of David.This is a frigging stichâ€_,7.23252E+17,Leave
"RT @dancrawford85: The EU has done more for social justice than any Tory Government ever has, writes @jonashworth: https://t.co/spIlts4PAsâ€_",7.23251E+17,Remain
"RT @Sentifi_UK: #Brexit Dominates Agenda as #BOE Unveils New Forecasts
https://t.co/YL5ffVqrdB

#VoteLeave #Bremain #BremainVsBrexit https:â€_",7.23252E+17,Leave
RT @Imperial4EU: EU migrants have no negative effect on UK wages @LSEnews https://t.co/ObBkCdPSYC #StrongerIn,7.23251E+17,Remain
"RT @StrongerInPress: Elmar Brok, a German MEP, accuses IDS of lying over German veto : https://t.co/aQyhgOH1Gv #StrongerIn",7.23251E+17,Remain
RT @mark007x007: @DisDoncDavid #BovingtonCamp if #Brexiters are anything like serious sources of info #PanzerIXMerkel - #StrongerIn oh yesâ€_,7.23251E+17,Remain
RT @lesbonner: RT .@pimlicat: Bring it! #StrongerIn https://t.co/KWxz3gMe6g,7.23251E+17,Remain
RT @vote_leave: The #VoteLeave bus is getting ready to go! We're taking back control across the country. https://t.co/nqFquX485M,7.23252E+17,Leave
RT @wisperite: #LeaveEU and #EUexit disagree on who 2 front the #tvdebates. If they can't do this how can they hope 2 present a singular viâ€_,7.23252E+17,Leave
RT @Cosmopeleton: Both sides are doing their damndest to lose the referendum... x. #StrongerIN #Brexit,7.23251E+17,Remain
RT @CCN6thForm: Don't forget to register to vote &amp; educate yourself on the #EUreferendum #Brexit #StrongerIn https://t.co/0jP6JAUNcD https:â€_,7.23251E+17,Remain
"RT @_lopez_sergio: 2000-2011 UK gained Â£20bn from European inmigrants, UCL revealed in '14. https://t.co/O4gOIfbX22 #Brexit #EUref  #EUrefeâ€_",7.23251E+17,Remain
"RT @TomAngel1: Most  arguments against #EU are left-leaning and liberal
https://t.co/4aLEAhDnsK
#VoteLeave",7.23252E+17,Leave
RT @WMidsStrongerIn: Our #Solihull StrongerIn team out in the sunshine spreading the message about why we are #StrongerIN https://t.co/FqNpâ€_,7.23251E+17,Remain
RT @colin7771: Spread the Word https://t.co/9RFOnPCgvs #voteleave via @vote_leave,7.23252E+17,Leave
RT @blimeybilly: A bit early for #VoteLeave to be playing their joker card in Gordon Brown #EUreferendum,7.23252E+17,Leave
"RT @AmitP327: @anna_firth How did the audience receive the message, hopefully we've convinced more people #VoteLeave #Brexit #StrongerOut @â€_",7.23252E+17,Leave
"RT @OFrancois60200: -
Don't count on people who created the problem to solve it...

#LeaveEU !
#Brexit https://t.co/LK9nDWMNFg",7.23252E+17,Leave
RT @nicholasjf1: 55% will vote for #brexit #VoteLeave. Remember that number. You can bet on it. #LittleEu'ERS  can insure their kettle.,7.23252E+17,Leave
"RT @ClearBlueThink: Boom!  Good luck getting a school place, GP appointment, A&amp;E response, affordable housing, clear roads... #VoteLeave htâ€_",7.23252E+17,Leave
"RT @TheGreenParty: The EU, not Nato has worked for peace in Europe @MollyMEP @GreenKeithMEP @GrenJeanMEP in @IndyVoices https://t.co/OZnNTqâ€_",7.23251E+17,Remain
"RT @LMJ_112: ""People believe people like them"" - ""that's why your voice matters"" says @SeemaMalhotra1 at Rally for Remain #StrongerIn",7.23251E+17,Remain
RT @Ninjawarrior35: @witz71 have you noticed that all these politicians who want to stay in the EU don't have to work with or live near anyâ€_,7.23252E+17,Leave
RT @DanielJNatt: It's a shame that #VoteLeave is being backed by those who can afford to spend time on twitter as opposed to working... #trâ€_,7.23252E+17,Leave
"RT @OFrancois60200: -
#ProjectFear : use the Calais ""jungle"" as a threat ?
No way : it's a bilateral agreement...

#LeaveEU !
#Brexit httpsâ€_",7.23252E+17,Leave
"RT @stevegayescort: Oh right but claiming Europe is gonna nuke us was ok #brexit #leaveeu 

PM Apologises https://t.co/H1RkFXFyi5 https://tâ€_",7.23252E+17,Leave
"RT @ruw_schulze: ""In our finest moments we were outward looking &amp; engaged with the world. This can be our future."" #StrongerIn #EUref httpsâ€_",7.23251E+17,Remain
RT @WebSquirrel: #VoteLeave just based on this bit #Eurovision,7.23252E+17,Leave
RT @Alexicon83: Bank of England #VoteLeave Take Back Control #Brexit - no more investment bank lobbying! https://t.co/I3Rue7HlWZ,7.23252E+17,Leave
"RT @jamesmb: Boris Johnson, #blunderbus, now #brexitthemovie. People think this is entertainment rather than the future success of the UK.â€_",7.23251E+17,Remain
RT @bernerlap: In that case it is also clear it may not. In other words Carney knows SFA #VoteLeave https://t.co/j6E4AM2Mic,7.23252E+17,Leave
"RT @vote_leave: After we #VoteLeave, we can negotiate our own trade deals and create 300,000 UK jobs https://t.co/b3OKDAKYqc https://t.co/Eâ€_",7.23252E+17,Leave
RT @Mandrake108: Your Last Chance #VoteLeave https://t.co/aXEKZS1R2W,7.23252E+17,Leave
"RT @britinfluence: A little history is a dangerous thing | David Hannay @InFactsOrg #EUref #UKinEU #InFacts #StrongerIn #Bremain
https://t.â€_",7.23251E+17,Remain
"RT @richeshaddick: 'It's a big decision. One that will affect you, your family and children for decades to come.' #brexit #VoteStay https:/â€_",7.23251E+17,Remain
"RT @AraLewisham: @COOT1972 They track mentions, like the hashtag #VoteLeave, and have it set up to automatically retweet any tweet with thaâ€_",7.23252E+17,Leave
RT @freedoom_79: @britainelects It takes a brave person to challenge the status quo. I just hope Britain is brave enough. #Brexit #VoteLeave,7.23252E+17,Leave
"RT @UkipaLotMoreIan: Obama Cameron &amp; #Corbyn want Turkey in EU-they're all loons
NOT #strongerin #intogether
#euref #Labour
@jonesmoira4 htâ€_",7.23251E+17,Remain
"RT @EU_Mainstream: 'Stand up for Europe' - why Eddie Izzard is visiting 31 cities in 31 days campaigning for remain #StrongerIn 
https://t.â€_",7.23251E+17,Remain
RT @Rocinanteontour: @LukeAshley85 Get educated on Carney &amp; who funds #StrongerIn Not difficult online.,7.23251E+17,Remain
RT @Paul1Singh: Honestly. The Corbybista still going after the BBC has to be the funniest thing. What with #VoteLeave complaining about @ITâ€_,7.23252E+17,Leave
RT @GtManchesterEDP: Cameron's speech on EU sends meter in to red #VoteLeave https://t.co/MRkgCgV1F0 https://t.co/E2GM94oLIR,7.23252E+17,Leave
RT @Alice_Burrows: Well @eddieizzard at @chaptertweets tonight was a blumin delight #StrongerIn,7.23251E+17,Remain
"RT @Mike_Fabricant: This great animated movie explains very clearly why we should #VoteLeave on June 23rd. 
 https://t.co/gWhnEWJbmF",7.23252E+17,Leave
RT @Y_Eurosceptics: Current levels of immigration simply are not sustainable. Let's take back control with a #VoteLeave https://t.co/v9FrYhâ€_,7.23252E+17,Leave
RT @nigelgreen1: Just watched Brexit The Movie https://t.co/xcy7GhF3EZ very snappy &amp; well worth watching. Lets decide our freedom &amp; indepenâ€_,7.23252E+17,Leave
RT @paulbs2465: We've already entered a recession mr carney as economic growth has shrunk the last 2 quarters but I'm sure you know that alâ€_,7.23252E+17,Leave
"RT @B_G_Bogdan: #Brexit campaigners showing their pettiness.Threatening a broadcaster+failing to put their egos aside.
https://t.co/bM6ySBZâ€_",7.23251E+17,Remain
RT @annickjorand: #UKinEU #StrongerIn #hugabrit @pleasedontgouk  Brexit tone increasingly acrimonious and cantankerous: not a good sign. Whâ€_,7.23251E+17,Remain
RT @PaulBigland1: @TheRightArticle @DavidHeadViews Increasing signs of #brexit campaigners losing the plot as they lose the argument. #Stroâ€_,7.23251E+17,Remain
RT @petepolaris: Imagine if we #VoteLeave on 23 June https://t.co/yTxD65lQu3,7.23252E+17,Leave
RT @leave_eu_oldham: LeaveEUOfficial: Are we really going to listen to Gordon Brown when it comes to our national interest? #LeaveEU https:â€_,7.23252E+17,Leave
RT @angelneptustar: Alan Johnson said what huge trouble Remain having in finding inspiring message. So all they do is snipe &amp; lie. @GetBobbâ€_,7.23252E+17,Leave
"RT @RightWingJW: EU-sponsored invasion coming to a town near you!

â_¡Let's jump ship!!

#VoteLeave âœ” Control Borders! https://t.co/AnZYcSa8RQ",7.23252E+17,Leave
RT @alf_love47: It's on. Cameron v Farage on 7th June &amp; it will be televised on ITV. #LeaveEU #Brexit,7.23252E+17,Leave
RT @Liam_Mo: https://t.co/ydCYZnvkNF brexit: the movie #brexitthemovie #brexit #VoteLeave,7.23252E+17,Leave
"RT @rdyforaction: Britain Out, or Turkish In? #StrongerIn #LeaveEU #Brexit #EU https://t.co/S0IPjOMEnS",7.23251E+17,Remain
RT @SamuelDCarr: If you're undecided on the #EURef I would implore you to watch @BrexitTheMovie. It's truly eye-opening. #VoteLeave https:/â€_,7.23252E+17,Leave
RT @saverugbywales: Economics of EU vote and Britainâ€™s â€˜lone standâ€™ | | The Times &amp; The Sunday Times #VoteRemain #BetterIn  https://t.co/V1â€_,7.23251E+17,Remain
RT @andreagray58: Imagine if we #VoteLeave on 23 June https://t.co/xLCpCICDRa,7.23252E+17,Leave
RT @andys2tyred: Anyone who #VoteLeave and think they will #TakeControl are misguided. It will be only the top 1% and their political frienâ€_,7.23252E+17,Leave
RT @mwyp: 24 billion reasons why the EU will beg Britain to sign a free trade deal when we #VoteLeave next month. https://t.co/WgVXIa8Igt,7.23252E+17,Leave
